id,material,harvest,site,productivity,species
2645,brasmax 9037 rr,2011,são gabriel do oeste,74.6,soy
2646,brs 285,2011,são gabriel do oeste,74.4,soy
2647,brs 245 rr,2011,são gabriel do oeste,74.0,soy
2648,na 5909 rg,2011,são gabriel do oeste,73.7,soy
2649,as 7307 rr,2011,são gabriel do oeste,73.6,soy
2650,brasmax potência rr,2011,são gabriel do oeste,73.5,soy
2651,brs 239,2011,são gabriel do oeste,73.1,soy
2652,xi 74979 rr,2011,são gabriel do oeste,72.9,soy
2653,vtop rr,2011,são gabriel do oeste,71.9,soy
2654,m-soy 7908 rr,2011,são gabriel do oeste,71.5,soy
2655,int 6201 rr,2011,são gabriel do oeste,71.1,soy
2656,fts campo mourão rr,2011,são gabriel do oeste,68.8,soy
2657,ns 7100 rr,2011,são gabriel do oeste,67.2,soy
2658,tmg 7161 rr,2011,são gabriel do oeste,66.3,soy
2659,vmax rr,2011,são gabriel do oeste,65.9,soy
2660,brasmax turbo rr,2011,são gabriel do oeste,65.1,soy
2661,m-soy 7211 rr,2011,são gabriel do oeste,64.0,soy
2662,cd 219 rr,2011,são gabriel do oeste,62.5,soy
2663,na 4990 rr,2011,são gabriel do oeste,61.6,soy
2664,syn 1049 rr,2011,são gabriel do oeste,60.1,soy
2665,fps júpiter rr,2011,são gabriel do oeste,59.4,soy
2666,brs 317,2011,são gabriel do oeste,85.5,soy
2667,brs 284,2011,são gabriel do oeste,81.8,soy
2668,fmt/tmg 1174rr,2011,são gabriel do oeste,79.1,soy
2669,anta 82 rr,2011,são gabriel do oeste,79.1,soy
2670,xi 74979 rr,2011,são gabriel do oeste,78.4,soy
2671,vtop rr,2011,são gabriel do oeste,77.3,soy
2672,na 5909 rg,2011,são gabriel do oeste,76.3,soy
2673,brs 285,2011,são gabriel do oeste,76.0,soy
2674,brs 245 rr,2011,são gabriel do oeste,75.6,soy
2675,fps júpiter rr,2011,são gabriel do oeste,75.5,soy
2676,tmg 137 rr,2011,são gabriel do oeste,73.8,soy
2677,as 7307 rr,2011,são gabriel do oeste,73.6,soy
2678,brasmax potência rr,2011,são gabriel do oeste,73.0,soy
2679,na 4990 rr,2011,são gabriel do oeste,72.5,soy
2680,brasmax turbo rr,2011,são gabriel do oeste,72.2,soy
2681,igra 626 rr,2011,são gabriel do oeste,71.4,soy
2682,syn 9074 rr,2011,são gabriel do oeste,70.8,soy
2683,na 7255 rr,2011,são gabriel do oeste,70.2,soy
2684,brs 239,2011,são gabriel do oeste,70.0,soy
2685,vmax rr,2011,são gabriel do oeste,69.2,soy
2686,syn 9070 rr,2011,são gabriel do oeste,69.1,soy
2687,m-soy 7908 rr,2011,são gabriel do oeste,69.1,soy
2688,fmt/tmg 11-118 rr,2011,são gabriel do oeste,68.8,soy
2689,fmt/tmg 1176 rr,2011,são gabriel do oeste,68.5,soy
2690,98 y 11 rr,2011,são gabriel do oeste,68.5,soy
2691,brs 319 rr,2011,são gabriel do oeste,68.1,soy
2692,ns 7100 rr,2011,são gabriel do oeste,67.9,soy
2693,sts 720 rr,2011,são gabriel do oeste,67.6,soy
2694,fmt/tmg 11-113 rr,2011,são gabriel do oeste,67.5,soy
2695,cd 202,2011,são gabriel do oeste,66.7,soy
2696,tmg 1066 rr,2011,são gabriel do oeste,66.7,soy
2697,m-soy 7211 rr,2011,são gabriel do oeste,66.4,soy
2698,cd 2630 rr,2011,são gabriel do oeste,66.3,soy
2699,igra 728 rr,2011,são gabriel do oeste,65.8,soy
2700,fts campo mourão rr,2011,são gabriel do oeste,64.5,soy
2701,m-soy 7639 rr,2011,são gabriel do oeste,64.4,soy
2702,brs 295 rr,2011,são gabriel do oeste,64.4,soy
2703,syn 1049 rr,2011,são gabriel do oeste,64.2,soy
2704,na 7337 rr,2011,são gabriel do oeste,60.2,soy
2705,cd 237 rr,2011,são gabriel do oeste,57.2,soy
2706,cd 219 rr,2011,são gabriel do oeste,56.3,soy
2707,98 y 30 rr,2011,são gabriel do oeste,55.6,soy
2708,sts 810 rr,2011,são gabriel do oeste,54.1,soy
2709,brs valiosa rr,2011,são gabriel do oeste,52.0,soy
2710,na 8015 rr,2011,são gabriel do oeste,51.5,soy
2711,98 y 12 rr,2011,são gabriel do oeste,49.9,soy
2712,exp 9039 rr,2011,são gabriel do oeste,76.3,soy
2713,brs 284,2011,são gabriel do oeste,76.0,soy
2714,brasmax turbo rr,2011,são gabriel do oeste,71.0,soy
2715,vtop rr,2011,são gabriel do oeste,70.5,soy
2716,brasmax 8035 rr,2011,são gabriel do oeste,69.4,soy
2717,igra 626 rr,2011,são gabriel do oeste,69.1,soy
2718,brs 239,2011,são gabriel do oeste,68.0,soy
2719,cd 202,2011,são gabriel do oeste,66.9,soy
2720,igra 728 rr,2011,são gabriel do oeste,66.5,soy
2721,tmg 127 rr,2011,são gabriel do oeste,65.8,soy
2722,fps júpiter rr,2011,são gabriel do oeste,64.8,soy
2723,vmax rr,2011,são gabriel do oeste,64.4,soy
2724,na 5909 rg,2011,são gabriel do oeste,64.2,soy
2725,tmg 113 rr,2011,são gabriel do oeste,63.9,soy
2726,brasmax potência rr,2011,são gabriel do oeste,63.5,soy
2727,tmg 118 rr,2011,são gabriel do oeste,62.9,soy
2728,syn 9074 rr,2011,são gabriel do oeste,62.7,soy
2729,m-soy 7908 rr,2011,são gabriel do oeste,61.4,soy
2730,na 4990 rr,2011,são gabriel do oeste,61.3,soy
2731,brs 245 rr,2011,são gabriel do oeste,60.5,soy
2732,syn 1049 rr,2011,são gabriel do oeste,60.2,soy
2733,cd 2360 rr,2011,são gabriel do oeste,58.1,soy
2734,na 7337 rr,2011,são gabriel do oeste,58.0,soy
2735,brs 285,2011,são gabriel do oeste,58.0,soy
2736,brs 317,2011,são gabriel do oeste,57.8,soy
2737,anta 82 rr,2011,são gabriel do oeste,57.5,soy
2738,tmg 1174 rr,2011,são gabriel do oeste,56.9,soy
2739,cd 237 rr,2011,são gabriel do oeste,56.1,soy
2740,tmg 1176 rr,2011,são gabriel do oeste,55.2,soy
2741,na 7255 rr,2011,são gabriel do oeste,53.7,soy
2742,brs valiosa rr,2011,são gabriel do oeste,53.4,soy
2743,tmg 1066 rr,2011,são gabriel do oeste,48.9,soy
2744,syn 9070 rr,2011,são gabriel do oeste,48.5,soy
2745,brs 319 rr,2011,são gabriel do oeste,43.6,soy
2746,fts campo mourão rr,2011,são gabriel do oeste,41.2,soy
2747,cd 219 rr,2011,são gabriel do oeste,35.3,soy
2748,tmg tropical rr,2011,sidrolândia,71.9,soy
2749,m6707 rr,2011,sidrolândia,71.2,soy
2750,syn 1049 rr,2011,sidrolândia,70.3,soy
2751,tmg 1066 rr,2011,sidrolândia,69.5,soy
2752,tmg 7262 rr - inox,2011,sidrolândia,69.1,soy
2753,tmg 7161 rr,2011,sidrolândia,69.1,soy
2754,brasmax turbo rr,2011,sidrolândia,68.4,soy
2755,ns 6636 rr,2011,sidrolândia,68.2,soy
2756,igra 728 rr,2011,sidrolândia,67.6,soy
2757,cd 202 rr,2011,sidrolândia,67.0,soy
2758,ns 5858 rr,2011,sidrolândia,67.0,soy
2759,vtop rr,2011,sidrolândia,65.7,soy
2760,vmax rr,2011,sidrolândia,65.2,soy
2761,fts campo mourão rr,2011,sidrolândia,64.8,soy
2762,syn 9074 rr,2011,sidrolândia,64.3,soy
2763,brasmax magna rr,2011,sidrolândia,64.3,soy
2764,ns 7100 rr,2011,sidrolândia,63.7,soy
2765,fps júpiter rr,2011,sidrolândia,63.3,soy
2766,dow 61 a 55 ri,2011,sidrolândia,63.0,soy
2767,brs tordilha rr,2011,sidrolândia,62.6,soy
2768,syn 9070 rr,2011,sidrolândia,61.0,soy
2769,na 4990 rr,2011,sidrolândia,60.2,soy
2770,igra 626 rr,2011,sidrolândia,57.9,soy
2771,brs 245 rr,2011,sidrolândia,56.1,soy
2772,ns 6262 rr,2011,sidrolândia,54.5,soy
2773,dow 68 a 25 ri,2011,sidrolândia,54.5,soy
2774,brs valiosa rr,2011,sidrolândia,52.0,soy
2775,m-soy 7908 rr,2011,sidrolândia,51.0,soy
2776,na 5909 rg,2011,sidrolândia,48.2,soy
2777,fps júpiter rr,2012,antônio joão,61.4,soy
2778,brs tordilha rr,2012,antônio joão,60.5,soy
2779,vtop rr,2012,antônio joão,58.4,soy
2780,syn 1163 rr,2012,antônio joão,58.3,soy
2781,ns 5858 rr,2012,antônio joão,56.4,soy
2782,na 5909 rg,2012,antônio joão,56.1,soy
2783,syn 1158 rr,2012,antônio joão,53.8,soy
2784,fps iguaçu rr,2012,antônio joão,52.9,soy
2785,don mario 7.0i rr,2012,antônio joão,52.5,soy
2786,cd 2630 rr,2012,antônio joão,51.8,soy
2787,cd 2737 rr,2012,antônio joão,50.7,soy
2788,tmg 7262 rr - inox,2012,antônio joão,50.5,soy
2789,tmg 7161 rr,2012,antônio joão,48.8,soy
2790,sa 701 rr,2012,antônio joão,48.2,soy
2791,brasmax potência rr,2012,antônio joão,46.8,soy
2792,fps solimões rr,2012,antônio joão,43.3,soy
2793,tmg 127 rr,2012,antônio joão,43.0,soy
2794,fps paranapanema rr,2012,antônio joão,42.9,soy
2795,syn 9074 rr,2012,antônio joão,42.0,soy
2796,syn 9070 rr,2012,antônio joão,40.6,soy
2797,w711 rr,2012,antônio joão,39.9,soy
2798,brasmax 9027 rr,2012,antônio joão,39.6,soy
2799,vtop rr,2012,aral moreira,50.8,soy
2800,brasmax turbo rr,2012,aral moreira,49.6,soy
2801,ns 5858 rr,2012,aral moreira,45.0,soy
2802,5d610 rr,2012,aral moreira,43.7,soy
2803,5d600 rr,2012,aral moreira,41.3,soy
2804,na 5909 rg,2012,aral moreira,41.0,soy
2805,tmg 1266 rr,2012,aral moreira,40.9,soy
2806,syn 1158 rr,2012,aral moreira,40.1,soy
2807,fps iguaçu rr,2012,aral moreira,38.1,soy
2808,syn 1163 rr,2012,aral moreira,37.6,soy
2809,gnz 550s rr,2012,aral moreira,37.1,soy
2810,brs tordilha rr,2012,aral moreira,36.8,soy
2811,tmg 7161 rr,2012,aral moreira,36.4,soy
2812,tmg 7262 rr - inox,2012,aral moreira,34.5,soy
2813,brasmax ativa rr,2012,aral moreira,33.0,soy
2814,tmg 1264 rr,2012,aral moreira,29.1,soy
2815,syn 1163 rr,2012,caarapó,55.7,soy
2816,brasmax turbo rr,2012,caarapó,51.6,soy
2817,ns 5858 rr,2012,caarapó,50.2,soy
2818,na 5909 rg,2012,caarapó,49.9,soy
2819,cd 2630 rr,2012,caarapó,49.2,soy
2820,5d600 rr,2012,caarapó,49.1,soy
2821,5d645 rr,2012,caarapó,48.7,soy
2822,cd 2737 rr,2012,caarapó,48.5,soy
2823,vtop rr,2012,caarapó,48.2,soy
2824,brasmax potência rr,2012,caarapó,48.2,soy
2825,syn 9070 rr,2012,caarapó,48.1,soy
2826,syn 9074 rr,2012,caarapó,48.0,soy
2827,tmg 7161 rr,2012,caarapó,46.4,soy
2828,5d610 rr,2012,caarapó,46.4,soy
2829,tmg 127 rr,2012,caarapó,46.0,soy
2830,w711 rr,2012,caarapó,45.6,soy
2831,fundacep 57 rr,2012,caarapó,44.6,soy
2832,fps iguaçu rr,2012,caarapó,40.4,soy
2833,brasmax 9027 rr,2012,caarapó,38.8,soy
2834,brs tordilha rr,2012,caarapó,49.3,soy
2835,brasmax turbo rr,2012,caarapó,47.3,soy
2836,syn 1163 rr,2012,caarapó,46.8,soy
2837,ns 5858 rr,2012,caarapó,46.6,soy
2838,syn 1158 rr,2012,caarapó,45.8,soy
2839,vtop rr,2012,caarapó,45.4,soy
2840,fps júpiter rr,2012,caarapó,45.3,soy
2841,5d615 rr,2012,caarapó,44.9,soy
2842,int 6100 rr,2012,caarapó,44.6,soy
2843,na 5909 rg,2012,caarapó,44.2,soy
2844,don mario 7.0i rr,2012,caarapó,43.2,soy
2845,tmg 7262 rr - inox,2012,caarapó,42.0,soy
2846,5d610 rr,2012,caarapó,41.7,soy
2847,5d600 rr,2012,caarapó,40.5,soy
2848,5d645 rr,2012,caarapó,39.4,soy
2849,tmg 1264 rr,2012,caarapó,38.4,soy
2850,tmg 1266 rr,2012,caarapó,36.9,soy
2851,brasmax potência rr,2012,caarapó,28.9,soy
2852,5d615 rr,2012,dourados,49.4,soy
2853,vtop rr,2012,dourados,49.3,soy
2854,ns 5858 rr,2012,dourados,49.0,soy
2855,na 5909 rg,2012,dourados,48.2,soy
2856,5d600 rr,2012,dourados,48.1,soy
2857,syn 1158 rr,2012,dourados,48.0,soy
2858,syn 1163 rr,2012,dourados,47.3,soy
2859,5d610 rr,2012,dourados,46.7,soy
2860,tmg 1067 rr,2012,dourados,46.6,soy
2861,tmg 7161 rr,2012,dourados,46.3,soy
2862,tmg 1264 rr,2012,dourados,46.0,soy
2863,syn 1257 rr,2012,dourados,45.6,soy
2864,dm 11211 rr,2012,dourados,45.4,soy
2865,5d645 rr,2012,dourados,45.3,soy
2866,don mario 7.0i rr,2012,dourados,44.7,soy
2867,int 6100 rr,2012,dourados,44.4,soy
2868,brs tordilha rr,2012,dourados,44.1,soy
2869,tmg 7262 rr - inox,2012,dourados,43.7,soy
2870,fps júpiter rr,2012,dourados,43.6,soy
2871,tmg 1266 rr,2012,dourados,43.2,soy
2872,brasmax tornado rr,2012,dourados,43.1,soy
2873,brasmax potência rr,2012,dourados,43.0,soy
2874,gnz 550s rr,2012,dourados,42.9,soy
2875,brasmax turbo rr,2012,dourados,41.8,soy
2876,fps paranapanema rr,2012,dourados,41.4,soy
2877,fps solimões rr,2012,dourados,39.7,soy
2878,brasmax 9027 rr,2012,dourados,39.0,soy
2879,gnz 660s rr,2012,dourados,38.9,soy
2880,fundacep 57 rr,2012,dourados,34.3,soy
2881,syn 1258 rr,2012,dourados,33.5,soy
2882,brs tordilha rr,2012,dourados,32.5,soy
2883,brasmax turbo rr,2012,dourados,30.6,soy
2884,dm 11211 rr,2012,dourados,30.3,soy
2885,syn 1158 rr,2012,dourados,29.1,soy
2886,5d615 rr,2012,dourados,28.6,soy
2887,vtop rr,2012,dourados,28.5,soy
2888,syn 1163 rr,2012,dourados,28.3,soy
2889,tmg 1266 rr,2012,dourados,28.2,soy
2890,gnz 550s rr,2012,dourados,26.9,soy
2891,5d645 rr,2012,dourados,26.8,soy
2892,brasmax turbo rr,2012,maracaju,76.4,soy
2893,brasmax 9027 rr,2012,maracaju,75.3,soy
2894,vtop rr,2012,maracaju,74.4,soy
2895,int 6603 rr,2012,maracaju,73.7,soy
2896,brasmax tornado rr,2012,maracaju,73.7,soy
2897,int 6100 rr,2012,maracaju,72.9,soy
2898,brasmax potência rr,2012,maracaju,71.2,soy
2899,tmg 1264 rr,2012,maracaju,70.6,soy
2900,int 6201 rr,2012,maracaju,70.5,soy
2901,balu 3711 rr,2012,maracaju,70.5,soy
2902,na 5909 rg,2012,maracaju,70.5,soy
2903,tmg 7161 rr,2012,maracaju,70.1,soy
2904,5d600 rr,2012,maracaju,69.4,soy
2905,exp 7.3i rr,2012,maracaju,68.5,soy
2906,5d610 rr,2012,maracaju,68.2,soy
2907,tmg 1067 rr,2012,maracaju,68.2,soy
2908,tmg 127 rr,2012,maracaju,67.6,soy
2909,int y2728 rr,2012,maracaju,67.6,soy
2910,cd 2737 rr,2012,maracaju,66.8,soy
2911,cd 2630 rr,2012,maracaju,66.8,soy
2912,brs 284,2012,maracaju,66.4,soy
2913,brs 283,2012,maracaju,66.2,soy
2914,ns 5858 rr,2012,maracaju,66.2,soy
2915,don mario 7.0i rr,2012,maracaju,65.7,soy
2916,brs 317,2012,maracaju,64.5,soy
2917,brs 282,2012,maracaju,64.5,soy
2918,w711 rr,2012,maracaju,63.7,soy
2919,fps iguaçu rr,2012,maracaju,61.0,soy
2920,fundacep 57 rr,2012,maracaju,59.4,soy
2921,5d645 rr,2012,maracaju,59.2,soy
2922,brasmax ativa rr,2012,maracaju,51.2,soy
2923,fps júpiter rr,2012,maracaju,77.2,soy
2924,syn 1163 rr,2012,maracaju,76.3,soy
2925,brs 317,2012,maracaju,75.8,soy
2926,syn 1158 rr,2012,maracaju,73.8,soy
2927,brasmax turbo rr,2012,maracaju,72.9,soy
2928,vtop rr,2012,maracaju,72.6,soy
2929,ns 6209 rr,2012,maracaju,71.6,soy
2930,brs 282,2012,maracaju,71.4,soy
2931,int 6201 rr,2012,maracaju,71.3,soy
2932,dm 11211 rr,2012,maracaju,71.1,soy
2933,tmg 7262 rr - inox,2012,maracaju,70.5,soy
2934,5d645 rr,2012,maracaju,69.9,soy
2935,cd 2630 rr,2012,maracaju,69.9,soy
2936,ns 5401 rr,2012,maracaju,69.5,soy
2937,int 6100 rr,2012,maracaju,69.3,soy
2938,tmg 1266 rr,2012,maracaju,69.0,soy
2939,tmg 7161 rr,2012,maracaju,68.5,soy
2940,5d600 rr,2012,maracaju,68.5,soy
2941,5d610 rr,2012,maracaju,68.1,soy
2942,brs tordilha rr,2012,maracaju,67.9,soy
2943,ns 5258 rr,2012,maracaju,67.8,soy
2944,int y2728 rr,2012,maracaju,67.2,soy
2945,brasmax potência rr,2012,maracaju,67.1,soy
2946,na 5909 rg,2012,maracaju,66.9,soy
2947,gnz 550s rr,2012,maracaju,65.7,soy
2948,don mario 7.0i rr,2012,maracaju,65.5,soy
2949,syn 9070 rr,2012,maracaju,65.0,soy
2950,int 6603 rr,2012,maracaju,64.8,soy
2951,brs 284,2012,maracaju,64.6,soy
2952,syn 9074 rr,2012,maracaju,64.6,soy
2953,gnz 660s rr,2012,maracaju,63.9,soy
2954,ns 6220 rr,2012,maracaju,62.8,soy
2955,tmg 127 rr,2012,maracaju,62.5,soy
2956,ns 5290 rr,2012,maracaju,62.4,soy
2957,ns 5858 rr,2012,maracaju,61.4,soy
2958,xi 63927 rr,2012,maracaju,60.3,soy
2959,5d615 rr,2012,maracaju,59.5,soy
2960,fps iguaçu rr,2012,maracaju,59.4,soy
2961,brasmax 9027 rr,2012,maracaju,58.9,soy
2962,fps paranapanema rr,2012,maracaju,58.5,soy
2963,fundacep 57 rr,2012,maracaju,57.1,soy
2964,fps solimões rr,2012,maracaju,56.9,soy
2965,w711 rr,2012,maracaju,54.4,soy
2966,brasmax ativa rr,2012,maracaju,41.2,soy
2967,syn 1258 rr,2012,maracaju,67.6,soy
2968,ns 6209 rr,2012,maracaju,64.6,soy
2969,syn 9074 rr,2012,maracaju,58.7,soy
2970,don mario 7.0i rr,2012,maracaju,58.3,soy
2971,ns 5401 rr,2012,maracaju,57.6,soy
2972,brs tordilha rr,2012,maracaju,57.1,soy
2973,vtop rr,2012,maracaju,57.0,soy
2974,brasmax tornado rr,2012,maracaju,56.0,soy
2975,ns 6220 rr,2012,maracaju,55.8,soy
2976,tmg 127 rr,2012,maracaju,55.5,soy
2977,brasmax turbo rr,2012,maracaju,54.2,soy
2978,brasmax potência rr,2012,maracaju,54.2,soy
2979,fps júpiter rr,2012,maracaju,54.2,soy
2980,tmg 1067 rr,2012,maracaju,53.7,soy
2981,cd 2630 rr,2012,maracaju,53.3,soy
2982,w711 rr,2012,maracaju,52.9,soy
2983,tmg 1264 rr,2012,maracaju,52.0,soy
2984,ns 5858 rr,2012,maracaju,52.0,soy
2985,syn 9070 rr,2012,maracaju,51.4,soy
2986,na 5909 rg,2012,maracaju,51.3,soy
2987,gnz 660s rr,2012,maracaju,51.2,soy
2988,syn 1158 rr,2012,maracaju,51.1,soy
2989,tmg 1266 rr,2012,maracaju,50.4,soy
2990,5d615 rr,2012,maracaju,50.1,soy
2991,int 6100 rr,2012,maracaju,49.5,soy
2992,ns 5258 rr,2012,maracaju,49.2,soy
2993,int 6201 rr,2012,maracaju,48.7,soy
2994,ns 5290 rr,2012,maracaju,48.2,soy
2995,tmg 7262 rr - inox,2012,maracaju,45.6,soy
2996,xi 63927 rr,2012,maracaju,44.7,soy
2997,brasmax potência rr,2012,naviraí,43.0,soy
2998,cd 2737 rr,2012,naviraí,40.4,soy
2999,cd 2630 rr,2012,naviraí,39.6,soy
3000,5d600 rr,2012,naviraí,39.4,soy
3001,na 5909 rg,2012,naviraí,38.7,soy
3002,5d645 rr,2012,naviraí,37.9,soy
3003,w711 rr,2012,naviraí,37.4,soy
3004,fps iguaçu rr,2012,naviraí,37.3,soy
3005,brasmax 9027 rr,2012,naviraí,36.6,soy
3006,syn 1163 rr,2012,naviraí,36.1,soy
3007,tmg 127 rr,2012,naviraí,36.0,soy
3008,fundacep 57 rr,2012,naviraí,35.7,soy
3009,syn 9074 rr,2012,naviraí,35.5,soy
3010,syn 9070 rr,2012,naviraí,34.9,soy
3011,brasmax turbo rr,2012,naviraí,32.1,soy
3012,tmg 7161 rr,2012,naviraí,28.7,soy
3013,ns 5858 rr,2012,naviraí,26.9,soy
3014,5d610 rr,2012,naviraí,23.8,soy
3015,na 5909 rg,2012,naviraí,48.5,soy
3016,syn 1163 rr,2012,naviraí,48.1,soy
3017,tmg 7161 rr,2012,naviraí,47.5,soy
3018,fps júpiter rr,2012,naviraí,46.3,soy
3019,ns 5858 rr,2012,naviraí,46.2,soy
3020,int 6100 rr,2012,naviraí,45.6,soy
3021,don mario 7.0i rr,2012,naviraí,44.1,soy
3022,fps iguaçu rr,2012,naviraí,43.6,soy
3023,fps paranapanema rr,2012,naviraí,43.4,soy
3024,syn 1158 rr,2012,naviraí,41.4,soy
3025,5d645 rr,2012,naviraí,41.4,soy
3026,brs tordilha rr,2012,naviraí,40.5,soy
3027,vtop rr,2012,naviraí,39.6,soy
3028,fps solimões rr,2012,naviraí,39.6,soy
3029,brasmax turbo rr,2012,naviraí,38.0,soy
3030,tmg 7262 rr - inox,2012,naviraí,37.8,soy
3031,brasmax potência rr,2012,naviraí,37.4,soy
3032,5d610 rr,2012,naviraí,37.1,soy
3033,5d600 rr,2012,naviraí,37.0,soy
3034,cd 2630 rr,2012,naviraí,36.6,soy
3035,w711 rr,2012,naviraí,35.2,soy
3036,tmg 1264 rr,2012,naviraí,34.7,soy
3037,5d615 rr,2012,naviraí,34.0,soy
3038,tmg 1266 rr,2012,naviraí,33.8,soy
3039,brasmax 9027 rr,2012,naviraí,32.2,soy
3040,tmg 127 rr,2012,naviraí,27.7,soy
3041,syn 9074 rr,2012,naviraí,26.3,soy
3042,syn 9070 rr,2012,naviraí,26.1,soy
3043,exp 7.3i rr,2012,rio brilhante,65.0,soy
3044,tmg 7262 rr - inox,2012,rio brilhante,64.5,soy
3045,syn 1163 rr,2012,rio brilhante,64.3,soy
3046,brasmax turbo rr,2012,rio brilhante,63.8,soy
3047,na 5909 rg,2012,rio brilhante,63.2,soy
3048,vtop rr,2012,rio brilhante,62.7,soy
3049,5d645 rr,2012,rio brilhante,62.5,soy
3050,ns 5401 rr,2012,rio brilhante,60.4,soy
3051,brasmax tornado rr,2012,rio brilhante,60.2,soy
3052,ns 6209 rr,2012,rio brilhante,60.2,soy
3053,fps júpiter rr,2012,rio brilhante,59.5,soy
3054,ns 5258 rr,2012,rio brilhante,59.4,soy
3055,5d610 rr,2012,rio brilhante,59.3,soy
3056,syn 9070 rr,2012,rio brilhante,59.2,soy
3057,brasmax potência rr,2012,rio brilhante,58.2,soy
3058,syn 9074 rr,2012,rio brilhante,57.9,soy
3059,int 6603 rr,2012,rio brilhante,57.6,soy
3060,brs tordilha rr,2012,rio brilhante,57.1,soy
3061,syn 1158 rr,2012,rio brilhante,55.8,soy
3062,don mario 7.0i rr,2012,rio brilhante,55.2,soy
3063,tmg 1264 rr,2012,rio brilhante,54.5,soy
3064,5d600 rr,2012,rio brilhante,53.1,soy
3065,xi 63927 rr,2012,rio brilhante,51.7,soy
3066,ns 6220 rr,2012,rio brilhante,49.8,soy
3067,5d615 rr,2012,rio brilhante,49.5,soy
3068,ns 5290 rr,2012,rio brilhante,49.3,soy
3069,brasmax classe rr,2012,são gabriel do oeste,72.1,soy
3070,cd 2737 rr,2012,são gabriel do oeste,68.1,soy
3071,brs 283,2012,são gabriel do oeste,67.8,soy
3072,na 7490 rr,2012,são gabriel do oeste,62.5,soy
3073,tmg 422 rr,2012,são gabriel do oeste,61.3,soy
3074,tmg 1174 rr,2012,são gabriel do oeste,61.2,soy
3075,w711 rr,2012,são gabriel do oeste,60.5,soy
3076,ns 5858 rr,2012,são gabriel do oeste,59.8,soy
3077,int y2728 rr,2012,são gabriel do oeste,59.3,soy
3078,brasmax turbo rr,2012,são gabriel do oeste,58.7,soy
3079,brasmax 9027 rr,2012,são gabriel do oeste,58.4,soy
3080,brasmax potência rr,2012,são gabriel do oeste,57.8,soy
3081,tmg 7161 rr,2012,são gabriel do oeste,57.6,soy
3082,na 7255 rr,2012,são gabriel do oeste,57.2,soy
3083,int 6100 rr,2012,são gabriel do oeste,57.1,soy
3084,brsgo 7460 rr,2012,são gabriel do oeste,56.6,soy
3085,tmg 127 rr,2012,são gabriel do oeste,56.4,soy
3086,brs 361,2012,são gabriel do oeste,55.6,soy
3087,int 6603 rr,2012,são gabriel do oeste,55.5,soy
3088,brs 334 rr,2012,são gabriel do oeste,54.3,soy
3089,na 5909 rg,2012,são gabriel do oeste,52.2,soy
3090,int 6201 rr,2012,são gabriel do oeste,51.8,soy
3091,brs 284,2012,são gabriel do oeste,51.2,soy
3092,anta 82 rr,2012,são gabriel do oeste,51.1,soy
3093,gnz 721s rr,2012,são gabriel do oeste,50.3,soy
3094,sa 701 rr,2012,são gabriel do oeste,49.9,soy
3095,cd 2630 rr,2012,são gabriel do oeste,48.9,soy
3096,tmg 346 rr,2012,são gabriel do oeste,48.1,soy
3097,brs 262,2012,são gabriel do oeste,47.1,soy
3098,tmg 1174 rr,2012,são gabriel do oeste,69.2,soy
3099,sa 701 rr,2012,são gabriel do oeste,67.3,soy
3100,gnz 720 s rr,2012,são gabriel do oeste,67.3,soy
3101,brasmax potência rr,2012,são gabriel do oeste,66.8,soy
3102,brasmax classe rr,2012,são gabriel do oeste,65.3,soy
3103,brasmax turbo rr,2012,são gabriel do oeste,64.9,soy
3104,int y2728 rr,2012,são gabriel do oeste,64.9,soy
3105,tmg 127 rr,2012,são gabriel do oeste,63.8,soy
3106,brasmax 9027 rr,2012,são gabriel do oeste,63.3,soy
3107,syn 9070 rr,2012,são gabriel do oeste,63.0,soy
3108,w711 rr,2012,são gabriel do oeste,61.6,soy
3109,5g795 rr,2012,são gabriel do oeste,61.4,soy
3110,syn 9074 rr,2012,são gabriel do oeste,61.3,soy
3111,cd 2737 rr,2012,são gabriel do oeste,59.2,soy
3112,fundacep 57 rr,2012,são gabriel do oeste,58.9,soy
3113,na 7490 rr,2012,são gabriel do oeste,58.5,soy
3114,brsgo 7460 rr,2012,são gabriel do oeste,57.6,soy
3115,brs tordilha rr,2012,são gabriel do oeste,55.7,soy
3116,gnz 660s rr,2012,são gabriel do oeste,54.5,soy
3117,tmg 422 rr,2012,são gabriel do oeste,53.1,soy
3118,fps solimões rr,2012,são gabriel do oeste,52.7,soy
3119,int 6603 rr,2012,são gabriel do oeste,52.6,soy
3120,gnz 721s rr,2012,são gabriel do oeste,52.0,soy
3121,int 6201 rr,2012,são gabriel do oeste,51.4,soy
3122,na 7255 rr,2012,são gabriel do oeste,51.2,soy
3123,5g775 rr,2012,são gabriel do oeste,50.9,soy
3124,anta 82 rr,2012,são gabriel do oeste,50.9,soy
3125,5d615 rr,2012,são gabriel do oeste,50.2,soy
3126,fps júpiter rr,2012,são gabriel do oeste,50.0,soy
3127,tmg 1266 rr,2012,são gabriel do oeste,47.1,soy
3128,fps iguaçu rr,2012,são gabriel do oeste,44.7,soy
3129,tmg 1264 rr,2012,são gabriel do oeste,42.7,soy
3130,cd 2630 rr,2012,são gabriel do oeste,41.7,soy
3131,int 6100 rr,2012,são gabriel do oeste,39.1,soy
